shop_no,product_no,product_code,custom_product_code,product_name,eng_product_name,supply_product_name,internal_product_name,model_name,price_excluding_tax,price,retail_price,supply_price,display,selling,summary_description,adult_certification,made_in_code,product_weight,product_material,created_date,updated_date,sold_out,additional_price,shipping_fee_by_product,shipping_fee_type
1,259,P00000JZ,O_GCFW_FM_150_1,외음부세정제 거품형(150ml),,,인티밋 워시 거품형(150ml),,18091.00,19900.00,20900.00,0.00,T,T,COSMOS 유기농 원료 60.3% 외음부세정제,F,KR,1.00,,22-07-14 16:34:54,23-02-13 10:16:07,F,0.00,F,M
1,258,P00000JY,O_GCFW_FM_150_2,외음부세정제 1+1 세트,,,인티밋 워시 1+1 세트,,32182.00,35400.00,44800.00,0.00,T,T,같이 사면 더 할인! 외음부세정제 1+1,F,KR,1.00,,22-07-14 16:34:54,23-02-13 13:59:13,F,0.00,F,M
1,257,P00000JX,O_MSP_*_M14_10,유기농 순면커버 생리대 중형 10팩(140개입),,,순면커버 생리대 중형 10팩(140개입),,48200.00,48200.00,74000.00,0.00,T,T,"자주 쓰는 중형 생리대, 대용량 할인세트",F,KR,1.00,,22-07-14 16:34:54,23-01-26 11:32:51,F,0.00,F,M
1,256,P00000JW,O_MSP_*_ON10_10,유기농 순면커버 생리대 슈퍼롱 오버나이트 10팩(100개입),,,순면커버 생리대 슈퍼롱 오버나이트 10팩(100개입),,48200.00,48200.00,74000.00,0.00,T,T,"숙면을 위한 오버나이트, 대용량 할인세트",F,KR,1.00,,22-07-14 16:34:54,23-02-13 10:12:56,F,0.00,F,M
1,255,P00000JV,O_MSP_*_M14_1,유기농 순면커버 생리대 중형(14개입),,,순면커버 생리대 중형(14개입),,6900.00,6900.00,7400.00,0.00,T,T,"가장 많이 쓰는 중형, OCS인증 유기농으로 안심",F,KR,1.00,,22-07-14 16:34:54,23-01-26 11:32:32,F,0.00,F,M
1,254,P00000JU,O_MSP_*_ON10_1,유기농 순면커버 생리대 슈퍼롱 오버나이트(10개입),,,순면커버 생리대 슈퍼롱 오버나이트(10개입),,6900.00,6900.00,7400.00,0.00,T,T,"장시간 수면에도 부드러운 순면, 오버나이트",F,KR,1.00,,22-07-14 16:34:54,23-01-26 11:34:23,F,0.00,F,M
1,253,P00000JT,O_MSP_SET_006,유기농 순면커버 생리대 4종 5팩,,순면커버 생리대 4종 5팩,순면커버 생리대 4종 5팩,,33300.00,33300.00,37000.00,0.00,F,F,유기농 순면커버 안심팩! 5팩 세트,F,KR,1.00,,22-07-14 16:34:53,22-12-08 13:50:34,T,0.00,F,M
1,252,P00000JS,O_MSP_*_L12_10,유기농 순면커버 생리대 대형 10팩(120개입),,,순면커버 생리대 대형 10팩(120개입),,48200.00,48200.00,74000.00,0.00,T,T,생리대 대형 대용량 할인세트,F,KR,1.00,,22-07-14 16:34:53,23-02-13 10:11:30,F,0.00,F,M
1,251,P00000JR,O_MSP_*_L12_1,유기농 순면커버 생리대 대형(12개입),,,순면커버 생리대 대형(12개입),,6900.00,6900.00,7400.00,0.00,T,T,"양이 많은 날, OCS인증 유기농으로 안심",F,KR,1.00,,22-07-14 16:34:53,23-02-13 10:11:12,F,0.00,F,M
1,250,P00000JQ,O_MMP_LT_BLM_2,생리팬티 1+1 세트,,,생리팬티 1+1 세트,,51100.00,51100.00,63800.00,0.00,T,T,의약외품 생리팬티로 더 안심할수있는 월경기간,F,KR,1.00,,22-07-14 16:34:53,23-02-13 10:10:39,F,0.00,F,M
1,249,P00000JP,O_MSNTZ_*_*_1,소독컵,,,소독컵,,9000.00,9900.00,10400.00,0.00,T,T,간편한 이브컵 소독,F,KR,1.00,,22-07-14 16:34:53,23-01-26 12:05:07,F,0.00,F,M
1,248,P00000JO,O_MSP_SET_004,유기농 순면커버 생리대 4종 10팩,,순면커버 생리대 4종 10팩,순면커버 생리대 4종 10팩,,59000.00,59000.00,69500.00,0.00,F,F,유기농 순면커버 3개월 실속팩! 10팩 세트,F,KR,1.00,,22-07-14 16:34:53,22-12-08 13:50:44,T,0.00,F,M
1,247,P00000JN,O_MMP_LT_BLM_1,생리팬티 라이트,,,생리팬티 라이트,,29900.00,29900.00,31900.00,0.00,T,T,가볍고 편안한 데일리케어,F,KR,1.00,,22-07-14 16:34:53,23-02-13 10:08:52,F,0.00,F,M
1,246,P00000JM,O_C_SET_001,생리팬티&생리컵 세트,,,생리팬티&생리컵 세트,,58100.00,58100.00,68000.00,0.00,T,T,월경기간인지 모르고 지나가게 해줄게요,F,KR,1.00,,22-07-14 16:34:53,23-02-13 13:54:50,F,0.00,F,M
1,245,P00000JL,O_MMP_SET_031,생리팬티 안심 세트,,,생리팬티 안심 세트,,111100.00,111100.00,163500.00,0.00,T,T,월경기간이 든든한 5장 패키지,F,KR,1.00,,22-07-14 16:34:53,23-02-20 16:16:26,F,0.00,F,M
1,244,P00000JK,O_MMP_LT_BLM_3,생리팬티 시작 세트,,,생리팬티 시작 세트,,71900.00,71900.00,95700.00,0.00,T,T,의약외품 생리팬티 3장 세트로 안심,F,KR,1.00,,22-07-14 16:34:53,23-02-13 10:02:05,F,0.00,F,M
1,243,P00000JJ,O_A_SET_001,러버 세트(LOVER SET),,,러버 세트(LOVER SET),,52909.00,58200.00,78600.00,0.00,T,T,특별한 밤을 위한 콘돔&젤 세트,F,KR,1.00,,22-07-14 16:34:53,23-03-06 16:16:10,F,0.00,F,M
1,242,P00000JI,O_SL_S_100_1,MD루브 실리콘(100ml),,,MD루브 실리콘(100ml),,27182.00,29900.00,30900.00,0.00,T,T,"의료기기 인증, 오래 가는 윤활",F,KR,1.00,,22-07-14 16:34:53,23-02-13 09:59:46,F,0.00,F,M
1,241,P00000JH,O_MSP_*_LN20_5,유기농 순면커버 롱라이너 5팩(100개입),,,순면커버 롱라이너 5팩(100개입),,23500.00,23500.00,29500.00,0.00,T,T,"데일리 케어도 편안하게, 롱라이너 안심팩",F,KR,1.00,,22-07-14 16:34:53,23-02-13 09:59:26,F,0.00,F,M
1,240,P00000JG,O_MSP_*_LN20_10,유기농 순면커버 롱라이너 10팩(200개입),,,순면커버 롱라이너 10팩(200개입),,38500.00,38500.00,59000.00,0.00,T,T,"데일리 케어, 롱라이너 대용량 할인세트",F,KR,1.00,,22-07-14 16:34:53,23-02-13 09:59:15,F,0.00,F,M
1,239,P00000JF,O_MSP_*_LN20_1,유기농 순면커버 롱라이너(20개입),,,순면커버 롱라이너(20개입),,5400.00,5400.00,5900.00,0.00,T,T,"매일 쓰는 라이너, OCS인증 유기농으로 안심",F,KR,1.00,,22-07-14 16:34:53,23-02-13 09:58:59,F,0.00,F,M
1,186,P00000HE,,리얼003&핑거돔®팩,,,,,48727.00,53600.00,60100.00,0.00,F,F,초박형&손가락콘돔 할인중!,F,KR,1.00,,21-11-30 11:51:04,22-05-31 17:40:32,T,0.00,F,M
1,185,P00000HD,,이브 패밀리 빅세일,,,,,2636.00,2900.00,6600.00,0.00,F,F,2021 이브 임직원 전용 패밀리 빅세일,F,KR,1.00,,21-11-30 11:09:51,22-01-14 12:20:18,T,0.00,F,M
1,183,P00000HB,,[30%] 핑거돔® 트리플팩,,,,,26818.00,29500.00,41700.00,0.00,F,F,핑거돔 3박스 2주간 30% 할인!,F,KR,1.00,,21-11-29 18:07:00,22-05-31 17:45:56,T,0.00,F,M
1,181,P00000GZ,,리얼003&라지 SET,,,,,35364.00,38900.00,44700.00,33500.00,F,T,"베스트셀러 할인, 더 편한데 얇기까지!",F,KR,1.00,"천연 라텍스, 실리콘오일",21-10-26 10:21:25,22-05-31 17:17:13,F,0.00,F,M
1,178,P00000GW,,휴대용 울트라씬3p,,,(사은품) 울씬3p,,0.00,0.00,0.00,0.00,F,T,,F,KR,1.00,,21-09-10 14:43:36,21-12-07 19:23:33,F,0.00,F,M
1,177,P00000GV,,이브컵 1+1 (카톡 쇼핑하기),,,,,67000.00,73700.00,0.00,73700.00,F,F,,F,KR,1.00,,21-08-30 22:27:40,21-08-30 22:28:15,T,0.00,F,M
1,176,P00000GU,,이브젤 휴대용 세트(카톡 쇼핑하기),,,,,8091.00,8900.00,0.00,8900.00,F,F,카카오 쇼핑하기용,F,KR,1.00,,21-08-30 17:14:37,21-08-30 17:48:26,T,0.00,F,M
1,175,P00000GT,,유기농 이브젤 2개 세트(카톡 쇼핑하기),,,,,52545.00,57800.00,57800.00,57800.00,T,F,카카오 쇼핑하기용,F,KR,1.00,,21-08-30 17:09:04,22-05-09 15:38:46,T,0.00,F,M
1,174,P00000GS,,이브 라지(카톡 쇼핑하기),,,,,12636.00,13900.00,13900.00,13900.00,F,F,,F,KR,1.00,,21-08-30 17:00:00,21-08-30 17:48:08,T,0.00,F,M
1,173,P00000GR,,이브 울트라씬(카톡 쇼핑하기),,,,,13545.00,14900.00,13900.00,13900.00,F,F,카카오 쇼핑하기용,F,KR,1.00,,21-08-30 16:46:59,22-02-15 17:35:35,T,0.00,F,M
1,172,P00000GQ,,이브 슬림(카톡 쇼핑하기),,,,,12636.00,13900.00,13900.00,0.00,F,F,카카오 쇼핑하기용,F,KR,1.00,,21-08-30 16:43:33,22-02-15 17:35:05,T,0.00,F,M
1,171,P00000GP,,이브젤 라벤더(카톡 쇼핑하기),,,,,26273.00,28900.00,0.00,28900.00,F,F,카카오 쇼핑하기용,F,KR,1.00,,21-08-30 16:37:33,21-08-30 17:45:33,T,0.00,F,M
1,170,P00000GO,,이브젤 언센티드 (카톡 쇼핑하기),,,,,26273.00,28900.00,0.00,28900.00,F,F,카카오 쇼핑하기용,F,KR,1.00,,21-08-30 16:16:56,22-02-15 17:34:40,T,0.00,F,M
1,169,P00000GN,,이브 리얼 003 (카톡 쇼핑하기),카카오 쇼핑하기 연동용,,,,14000.00,15400.00,15400.00,15400.00,F,F,,F,KR,1.00,,21-08-30 14:08:00,22-02-15 17:33:41,T,0.00,F,M
1,167,P00000GL,,이브 피팬티 1+1 (카톡 쇼핑하기),,,,,63455.00,69800.00,0.00,69800.00,F,F,카카오 쇼핑하기용,F,KR,1.00,,21-08-30 11:04:38,21-08-30 17:42:56,T,0.00,F,M
1,166,P00000GK,,핑거돔® 18P (리얼 003 30P 구매 시 증정!),,,,,0.00,0.00,0.00,0.00,F,F,"(21.08.19-21.09.01) 리얼003 30P 구매 시, 핑거돔 18P 본품 무료 증정",F,KR,1.00,,21-08-19 10:19:53,23-01-16 11:45:22,T,0.00,F,M
1,162,P00000GG,kakaocup,이브컵 (카톡 쇼핑하기),,,,,33900.00,33900.00,29900.00,0.00,F,F,카톡 쇼핑하기용,F,US,1.00,,21-07-05 18:19:16,21-08-30 17:39:36,T,0.00,F,M
1,161,P00000GF,kakaosoup,이브 베지비누(카톡 쇼핑하기),,,,,10818.00,11900.00,11900.00,0.00,F,F,카톡 쇼핑하기용,F,KR,1.00,,21-06-30 11:28:53,21-08-30 17:41:43,T,0.00,F,M
1,159,P00000GD,,이브젤 무향 120ML(리얼003 구매 시 증정!),,,,,42727.00,47000.00,52000.00,0.00,F,T,(21.06.22-21.07.05) 리얼003 30P 주문 건당 이브젤 120ML 1개씩 증정,F,KR,1.00,,21-06-21 15:13:36,22-05-09 14:15:37,F,0.00,F,M
1,156,P00000GA,,리얼003(젤 세트 구매 시 증정!),,,,,18182.00,20000.00,0.00,0.00,T,T,(21.06.07-21.06.20) 이브젤 2개 세트 주문 건당 리얼003 1개씩 증정,F,KR,1.00,,21-06-03 11:31:09,23-02-03 11:49:28,F,0.00,F,M
1,146,P00000FQ,,리얼003&슬림 SET,,,,,35364.00,38900.00,44700.00,44700.00,F,T,얇고 슬림한 조합을 할인가에!,F,TH,0.04,"천연 라텍스, 실리콘오일",21-02-08 08:46:29,22-06-07 12:46:14,F,0.00,F,M
1,145,P00000FP,,리얼003&핑거돔® SET,,,,,35364.00,38900.00,44700.00,44700.00,F,T,초박형&손가락콘돔 할인중!,F,TH,0.04,"천연 라텍스, 실리콘오일",21-02-08 08:44:55,22-05-31 15:57:23,F,0.00,F,M
1,143,P00000FN,,[30%] 이브콘돔 6종 세트,,,,,54455.00,59900.00,85900.00,85900.00,F,F,"지루할 틈 없이, 6종으로 색다르게",T,TH,0.04,"천연 라텍스, 실리콘오일",20-12-07 10:26:53,22-05-31 17:47:16,T,0.00,F,M
1,141,P00000FL,,핑거콘돔&젤 세트,,,,,20818.00,22900.00,28800.00,28800.00,F,F,핑거 오르가즘을 위한 BEST SET,F,,0.04,"천연 라텍스, 실리콘오일",20-12-04 10:44:11,22-05-31 17:48:32,T,0.00,F,M
1,140,P00000FK,,이브 크리스마스 키트,,,,<br/>Real003,36273.00,39900.00,57800.00,57800.00,F,F,더 섹슈얼한 우리의 크리스마스🎄,F,TH,0.04,"천연 라텍스, 실리콘오일",20-12-04 10:41:04,22-05-31 17:48:00,T,0.00,F,M
1,139,P00000FJ,,[30%] 이브 리얼003 트리플팩,,,,<br/>Real003,29909.00,32900.00,46200.00,46200.00,F,F,"초박형 3묶음, 30% 파격 할인!",F,TH,0.04,"천연 라텍스, 실리콘오일",20-12-04 10:35:30,22-05-31 15:59:04,T,0.00,F,M
1,137,P00000FH,,이브 울트라씬 3P,EVE ULTRATHIN; condoms 3pcs in box,,,,5091.00,5600.00,6600.00,6600.00,F,T,3P로 어디서나 휴대하는 울트라씬,F,,0.04,"천연 라텍스, 실리콘오일",20-11-26 12:15:06,22-05-31 17:08:49,F,0.00,F,M
1,136,P00000FG,,이브 피팬티 시즌3,[Organic] EVE P Panty; menstrual panty,,이브 피팬티 시즌3,아무 걱정 없이<br/>푹 잠들어요,22273.00,24500.00,34900.00,34900.00,F,T,피팬티 시즌3 최대 50% 세일 진행 중!,F,KR,0.10,"유기농 면, 스판",20-11-16 09:34:39,22-07-07 15:33:16,F,0.00,F,M
1,135,P00000FF,,이브 슬림,EVE SLIM,,,,11727.00,12900.00,13900.00,13900.00,F,T,슬림하게 감기는 착용감,F,KR,1.00,,20-11-09 16:37:50,22-05-31 17:28:16,F,0.00,F,M
1,134,P00000FE,,이브 라지,EVE LARGE,,,,11727.00,12900.00,13900.00,13900.00,F,T,"리얼003과 같은 0.03mm대 두께, 폭은 더 넓게!",F,KR,1.00,,20-11-09 16:37:41,22-05-31 17:34:30,F,0.00,F,M
1,131,P00000FB,,이브 핑거돔®,EVE Fingercondom,,,,11727.00,12900.00,13900.00,13900.00,F,F,안전하게 만나는 핑거 오르가즘,F,KR,1.00,,20-09-10 15:32:15,22-05-31 15:39:13,T,0.00,F,M
1,130,P00000FA,,[신제품] 이브 비누&파우치 세트,,,,,16182.00,17800.00,20400.00,17800.00,F,F,천연 비누와 파우치로 제로웨이스트 라이프,F,KR,1.00,,20-07-24 08:01:01,20-09-07 16:21:34,T,0.00,F,M
1,126,P00000EW,,이브 도티드 10p (증정),EVE Dotted; condoms 10 pcs in box,,,색다른<br/>센세이션,11727.00,12900.00,13900.00,0.00,F,T,오돌토돌 색다르게,T,TH,0.05,"천연라텍스, 실리콘오일",20-07-14 15:00:25,20-07-14 15:02:48,F,0.00,F,M
1,125,P00000EV,,이브워시 거품형 50ml,EVE CUP large; menstrual cup,,,휴대용<br/>이브워시 출시,11364.00,12500.00,13500.00,13500.00,T,F,풍성한 거품의 휴대용 이브워시,F,US,0.04,의료용 실리콘,20-07-14 13:57:49,21-10-22 16:03:38,T,0.00,F,M
1,124,P00000EU,,이브워시 거품형 150ml,EVE CUP large; menstrual cup,,,유기농 쌀추출물을<br/>머금은 촉촉한 거품,22636.00,24900.00,26900.00,26900.00,T,F,유기농 | 자극 없이 순한 거품 타입,F,US,0.04,의료용 실리콘,20-07-14 13:56:31,21-10-22 16:04:14,T,0.00,F,M
1,123,P00000ET,,이브젤 40ml,EVE Gel 40ml,,,휴대용<br/>이브젤 출시,12636.00,13900.00,14900.00,14900.00,F,F,유기농 | 휴대용으로 더욱 간편한,F,US,0.04,의료용 실리콘,20-07-14 13:55:18,22-05-31 17:49:49,T,0.00,F,M
1,121,P00000ER,,(품절)이브 베지 비누 1EA,EVE CUP large; menstrual cup,,,페이셜&바디<br/>천연비누,9000.00,9900.00,11900.00,11900.00,F,F,신선한 야채 듬뿍 천연 CP 비누,F,US,0.04,의료용 실리콘,20-04-22 18:50:41,22-05-03 09:56:29,T,0.00,F,M
1,120,P00000EQ,,[한정 수량] 이브 홈-바캉스 세트,,,,썸머 세일<br/>한정 수량 SET!,45364.00,49900.00,70600.00,70600.00,F,F,우리만의 홈캉스를 위한 완벽한 준비물,F,US,1.00,,20-04-22 18:49:53,22-05-31 17:50:22,T,0.00,F,M
1,116,P00000EM,,[기간 한정] 이브젤 라벤더 휴대용 세트(5개입),,,,,4455.00,4900.00,7900.00,7900.00,F,F,썸머 세일 한정 이브젤 라벤더 기획 세트,F,KR,1.00,,20-03-11 12:21:34,20-07-14 13:59:43,T,0.00,F,M
1,109,P00000EF,,이브컵 소독보관컵,,,,,4455.00,4900.00,5900.00,5900.00,F,F,렌지 소독과 깔끔한 보관을 한번에,F,KR,1.00,,19-09-05 10:01:07,22-07-29 10:53:32,T,0.00,F,M
1,108,P00000EE,,이브 월경용품 공동구매,P line Group Purchase,,이브 월경용품 공동구매,,19909.00,21900.00,33900.00,21900.00,F,F,함께 할수록 가득한 혜택,F,KR,1.00,,19-08-16 16:04:43,21-09-16 12:08:25,T,0.00,F,M
1,106,P00000EC,,럽윗러브 세트,,,,,31818.00,35000.00,44300.00,44300.00,F,F,사랑을 만져주세요<br />크리스마스 한정 세트,F,KR,1.00,,19-07-30 10:30:23,19-12-23 09:42:39,T,0.00,F,M
1,105,P00000EB,,[50%] 이브컵 1+1세트,EVE CUP,,,,52900.00,52900.00,108600.00,73700.00,F,F,🎁지금 1+1 구매 시 피팬티 무료증정🎁,F,KR,1.00,,19-07-29 11:54:25,22-10-12 15:20:42,T,0.00,F,M
1,104,P00000EA,,이브컵 L,EVE CUP large; menstrual cup,,,,29900.00,29900.00,33900.00,33900.00,F,F,"S와 동일한 길이, 5ml 더 큰 용량",F,US,0.04,의료용 실리콘,19-07-29 10:13:03,22-10-12 15:22:39,T,0.00,F,M
1,103,P00000DZ,,이브컵 mini,EVE CUP mini; menstrual cup,,,산뜻한<br/>여름의 시작,29900.00,29900.00,33900.00,33900.00,F,F,처음이라면 부담 없는 사이즈,F,US,1.00,,19-07-29 10:10:29,22-10-12 15:24:31,T,0.00,F,M
1,92,P00000DO,,이브 피팬티,[Organic] EVE P Panty,,,,30818.00,33900.00,34900.00,0.00,F,F,패드 대신 입는 흡수형 위생팬티,F,KR,1.00,,19-03-08 14:51:31,21-08-17 10:11:13,T,0.00,F,M
1,29,P00000BD,,이브젤 휴대용 세트,,,,,7182.00,7900.00,8900.00,6900.00,F,F,유기농 | 간편하게 휴대하는 5ML,F,KR,1.00,,19-02-28 12:01:13,22-07-25 10:53:53,T,0.00,F,M
1,20,P000000U,,이브 울트라씬 (청소년용) -비공개,EVE Ultrathin (TEEN),,,,4091.00,4500.00,14900.00,0.00,F,F,청소년 할인구매,F,KR,1.00,,19-02-26 10:18:13,19-03-06 17:47:02,T,0.00,F,M
1,19,P000000T,,이브컵 외출용 세척보틀,EVE Cup Bottle,,,,4455.00,4900.00,5900.00,0.00,F,F,이브컵 세척을 더욱 쉽게,F,KR,1.00,,19-02-19 10:52:01,22-05-31 17:51:28,T,0.00,F,M
1,18,P000000S,,이브 워시,[Organic] EVE Wash; body wash,,,더운 여름에도<br/>건강하고 산뜻하게,22636.00,24900.00,26900.00,26900.00,F,F,유기농 | 건강하고 산뜻한 세정,F,KR,0.28,"귀리추출물, 흑당밀가루, 올리브오일, 코코넛오일, 토코페롤",19-02-19 10:21:28,21-10-22 16:04:50,T,0.00,F,M
1,17,P000000R,,이브 피팬티 시즌2,[Organic] EVE P Panty; menstrual panty,,이브 피팬티 시즌2,아무 걱정 없이<br/>푹 잠들어요,19000.00,20900.00,33900.00,33900.00,F,F,피팬티 시즌2 최대 50% 세일 진행 중!,F,KR,0.10,"유기농 면, 스판",19-02-19 10:17:17,22-05-31 17:38:54,T,0.00,F,M
1,16,P000000Q,,이브콘돔 3종 세트,EVE Condoms set,,,,35000.00,38500.00,44200.00,44200.00,F,F,골고루 써보고 싶다면 3종 세트,T,KR,1.00,,19-02-19 10:02:11,22-05-31 17:24:42,T,0.00,F,M
1,15,P000000P,,유기농 이브젤 2개 세트,[Organic] EVE Personal Gel Set,,,,45364.00,49900.00,57800.00,57800.00,F,F,이브젤 2개 더 저렴하게 구매하기✌️,F,KR,1.00,,19-02-19 09:56:04,22-05-31 16:01:13,T,0.00,F,M
1,14,P000000O,,이브 도티드,EVE Dotted; condoms 10 pcs in box,,,색다른<br/>센세이션,11727.00,12900.00,13900.00,13900.00,F,F,오돌토돌 색다르게,T,TH,0.05,"천연라텍스, 실리콘오일",19-02-19 09:50:25,22-05-31 17:32:07,T,0.00,F,M
1,13,P000000N,,이브 울트라씬,EVE Ultrathin; condoms 10 pcs in box,,,스테디셀러<br/>Ultrathin,12636.00,13900.00,14900.00,14900.00,F,F,촉촉한 오리지널 이브콘돔,F,TH,0.04,"천연라텍스, 실리콘오일",19-02-19 09:33:47,22-05-31 17:07:18,T,0.00,F,M
1,12,P000000M,,이브컵 S,EVE CUP small; menstrual cup,,,,29900.00,29900.00,33900.00,33900.00,F,F,"질 길이도, 월경량도 평균이라면",F,US,0.04,의료용 실리콘,19-02-18 11:55:32,22-05-31 17:19:36,T,0.00,F,M
1,11,P000000L,,이브젤 라벤더 120ml,[Organic] EVE Personal Gel Lavender; personal lubricant,,,더욱 무드있는<br/>이 순간,25364.00,27900.00,28900.00,28900.00,F,F,"유기농 96.47%, 은은한 잔향",F,KR,0.17,"알로에추출물, 구아검",19-02-13 11:35:41,22-06-24 17:56:32,T,0.00,F,M
1,10,P000000J,,이브젤 언센티드 120ml,[Organic] EVE Personal Gel Unscented; personal lubricant,,,"부드러운 감촉,<br/>이브젤 언센티드",25364.00,27900.00,28900.00,28900.00,F,F,글리세린 대신 알로에로 구현한 점성,F,KR,0.17,"알로에 추출물 96.48%, 구아검",19-02-12 14:02:43,22-06-24 18:01:12,T,0.00,F,M
1,9,P000000I,,이브 리얼003,EVE REAL003; condoms 10pcs in box,,,이브의 베스트셀러<br/>Real003,13091.00,14400.00,15400.00,15400.00,F,F,리얼003 30p 구매 시 5500원 할인!,F,TH,0.04,"천연 라텍스, 실리콘오일",19-02-12 14:02:43,22-06-07 12:49:06,T,0.00,F,M
